id,source,name,name_norm,address_line1,address_line2,street,house_number,city,state,postal_code,country,latitude,longitude,categories,rating,rating_count
uber_eats-02945,uber_eats,Hsinchu Rice &amp; Noodle,hsinchu rice amp noodle,2161 Zeier Rd,,Zeier Rd,2161,Madison,WI,53704,US,43.1279063,-89.3008484,"['Asian', 'Taiwanese', 'Chinese']",,
uber_eats-02946,uber_eats,Shen Stir Fry,shen stir fry,2161 Zeier Rd,,Zeier Rd,2161,Madison,WI,53704,US,43.1282321,-89.3011768,"['Asian', 'Asian Fusion', 'Korean']",,
uber_eats-02947,uber_eats,Dumpling House,dumpling house,2161 Zeier Road,,Zeier Road,2161,Madison,WI,53704,US,43.128088,-89.301094,"['Asian Fusion', 'Korean', 'Noodles']",4.6,21.0
uber_eats-02948,uber_eats,Noodles &amp; Company (2800 Sarah Ln),noodles amp company 2800 sarah ln,2800 Sarah Lane,Suite F,Sarah Lane,2800,Waunakee,WI,53597,US,43.17960144310192,-89.45169414063547,"['Pasta', 'Healthy', 'Salads', 'Italian', 'Comfort Food']",,
uber_eats-02949,uber_eats,International Drive Up,international drive up,709 Atlas Avenue,,Atlas Avenue,709,Madison,WI,53714,US,43.08637,-89.30923,"['Burgers', 'Sandwich', 'Salads']",,
uber_eats-02950,uber_eats,Village Pizza,village pizza,2825 University Ave,,University Ave,2825,Madison,WI,53705,US,43.07402,-89.43767,"['Pizza', 'Sandwich', 'Wings', 'Exclusive to Eats']",,
uber_eats-02951,uber_eats,World Buffet (Madison),world buffet madison,499 Donofrio Dr,,Donofrio Dr,499,Madison,WI,53717,US,43.058122,-89.513675,"['Chinese', 'Asian', 'Asian Fusion']",,
uber_eats-02952,uber_eats,Billow,billow,3112 Parmenter Street,,Parmenter Street,3112,Middleton,WI,53562,US,43.1087,-89.5108,"['BBQ', 'Burgers', 'Local Specialities']",,
uber_eats-02953,uber_eats,People's Bakery,people s bakery,2810 E Washington Ave,,E Washington Ave,2810,Madison,WI,53704,US,43.1030371,-89.3456698,"['Halal', 'Chicken', 'Middle Eastern']",,
uber_eats-02954,uber_eats,Naples 15,naples 15,15 N Butler St,,N Butler St,15,Madison,WI,53703,US,43.077223,-89.3814605,"['Italian', 'Pasta', 'Comfort Food']",,
uber_eats-02955,uber_eats,Angelo's (Madison),angelo s madison,5801,,,5801,Monona,WI,53716,US,43.05673,-89.326111,"['Italian', 'Pizza', 'BBQ']",,
uber_eats-02956,uber_eats,Mr. Seafood,mr seafood,600 Williamson Street,,Williamson Street,600,Madison,WI,53703,US,43.07682,-89.37459,"['Chinese', 'Asian', 'Asian Fusion']",,
uber_eats-02957,uber_eats,Gloria's Mexican Restaurant,gloria s mexican restaurant,610 Junction Rd,,Junction Rd,610,Madison,WI,53717,US,43.0732826,-89.5265767,['Mexican'],,
uber_eats-02958,uber_eats,Wando's,wando s,602 University Ave,,University Ave,602,Madison,WI,53715,US,43.073417,-89.3959853,"['Burgers', 'Wings', 'Salads', 'Healthy']",,
uber_eats-02959,uber_eats,TURKISH KITCHEN,turkish kitchen,749 South Gammon Road,,South Gammon Road,749,Madison,WI,53711,US,43.049003,-89.502871,"['Mediterranean', 'Greek', 'Vegetarian']",,
uber_eats-02960,uber_eats,Feast - Artisan Dumpling and Tea House,feast artisan dumpling and tea house,904 Williamson St,,Williamson St,904,Madison,WI,53703,US,43.079871,-89.36956,"['Asian Fusion', 'Asian', 'Coffee and Tea']",,
uber_eats-02961,uber_eats,Sweet Home Wisconsin,sweet home wisconsin,910 Regent St,,Regent St,910,Madison,WI,53715,US,43.0678076,-89.4016756,['Burgers'],4.6,30.0
uber_eats-02962,uber_eats,King of Falafel,king of falafel,1129 S Park St,,S Park St,1129,Madison,WI,53715,US,43.0543546,-89.3963172,"['Halal', 'Sandwich', 'Salads', 'Healthy']",4.8,39.0
uber_eats-02963,uber_eats,New Seoul Korean restaurant,new seoul korean restaurant,721 N High Point Rd,,N High Point Rd,721,Madison,WI,53717,US,43.0756503,-89.5185413,"['Asian', 'Asian Fusion', 'Korean']",4.6,63.0
uber_eats-02964,uber_eats,5 Star Korean Barbecue,5 star korean barbecue,605 East Washington Avenue,,East Washington Avenue,605,Madison,WI,53703,US,43.07846,-89.37804,"['Korean', 'Asian', 'BBQ']",4.9,31.0
uber_eats-02965,uber_eats,Strings Ramen Madison,strings ramen madison,311 N Frances St,,N Frances St,311,Madison,WI,53703,US,43.072693,-89.39562,"['Japanese', 'Noodles']",4.6,40.0
uber_eats-02966,uber_eats,Orient House Chinese Restaurant,orient house chinese restaurant,626 S Park St,,S Park St,626,Madison,WI,53715,US,43.06036,-89.40118,"['Chinese', 'Asian', 'Noodles']",4.5,100.0
uber_eats-02967,uber_eats,La Taguara (Washington Ave),la taguara washington ave,3502 E Washington Ave,,E Washington Ave,3502,Madison,WI,53704,US,43.1147799,-89.3287245,"['Venezuelan', 'Colombian']",4.7,96.0
uber_eats-02968,uber_eats,Ramen Kid,ramen kid,461 W Gilman St,,W Gilman St,461,Madison,WI,53703,US,43.0733759,-89.3951634,"['Japanese', 'Asian', 'Noodles']",4.8,79.0
uber_eats-02969,uber_eats,Taigu Noodles,taigu noodles,7610 Elmwood Ave,,Elmwood Ave,7610,Middleton,WI,53562,US,43.09636,-89.51373,"['Noodles', 'Chinese']",4.8,65.0
uber_eats-02970,uber_eats,Petra Bakery and Restaurant,petra bakery and restaurant,6119 Odana Road,,Odana Road,6119,Madison,WI,53719,US,43.05295,-89.48634,"['Salads', 'Mediterranean']",4.9,15.0
uber_eats-02971,uber_eats,Pedro's Mexican Restaurante,pedro s mexican restaurante,3555 E Washington Ave,,E Washington Ave,3555,Madison,WI,53714,US,43.1146262,-89.3255208,['Mexican'],4.4,38.0
uber_eats-02972,uber_eats,Red Lion Singapore Grill &amp; Japanese Cuisine,red lion singapore grill amp japanese cuisine,515 Cottage Grove Rd,,Cottage Grove Rd,515,Madison,WI,53716,US,43.083614,-89.3177333,"['Asian', 'Japanese', 'Salads', 'Healthy']",4.6,61.0
uber_eats-02973,uber_eats,Chuck E. Cheese (438 Grand Canyon Dr),chuck e cheese 438 grand canyon dr,438 Grand Canyon Dr,,Grand Canyon Dr,438,Madison,WI,53719,US,43.0584973,-89.4970633,['Pizza'],,
uber_eats-02974,uber_eats,Chang jiang 8,chang jiang 8,4929 Commercial Avenue,,Commercial Avenue,4929,麦迪逊,WI,53704,US,43.10571,-89.29678,"['Chinese', 'Vegetarian', 'Seafood']",,
uber_eats-02975,uber_eats,The Curry Corner,the curry corner,705 South Gammon Road,,South Gammon Road,705,Madison,WI,53719,US,43.05,-89.50295,"['Indian', 'Vegetarian', 'Asian']",,
uber_eats-02976,uber_eats,Edo Japanese Restaurant,edo japanese restaurant,532 S Park St,,S Park St,532,Madison,WI,53715,US,43.061169,-89.401189,"['Japanese', 'Asian', 'Sushi']",4.6,47.0
uber_eats-02977,uber_eats,Ramen Station,ramen station,1124 S Park St,,S Park St,1124,Madison,WI,53715,US,43.054,-89.39699,"['Japanese', 'Ramen']",4.9,67.0
uber_eats-02978,uber_eats,Chang Jiang,chang jiang,4929 Commercial Ave,,Commercial Ave,4929,Madison,WI,53704,US,43.1064647,-89.2966879,"['Chinese', 'Asian', 'Asian Fusion']",4.3,52.0
uber_eats-02979,uber_eats,Ruyi Hand Pulled Noodle,ruyi hand pulled noodle,334 State St,,State St,334,Madison,WI,53703,US,43.074978,-89.390992,"['Chinese', 'Asian', 'Noodles', 'AAPI-owned']",4.8,46.0
uber_eats-02980,uber_eats,Royal Indian cuisine,royal indian cuisine,7475 Mineral Point Rd,12,Mineral Point Rd,7475,Madison,WI,53717,US,43.0587999,-89.5123067,"['Indian', 'Vegetarian', 'Asian', 'Healthy']",4.7,100.0
uber_eats-02981,uber_eats,Chang Jiang,chang jiang,3195 Muir Field Rd,,Muir Field Rd,3195,Madison,WI,53719,US,43.016385,-89.510714,"['Middle Eastern', 'Chinese', 'Asian', 'AAPI-owned']",4.6,47.0
uber_eats-02982,uber_eats,Uno Pizzeria &amp; Grill (3010 Crossroads Drive),uno pizzeria amp grill 3010 crossroads drive,3010 Crossroads Drive,,Crossroads Drive,3010,Madison,WI,53718,US,43.1354799,-89.2908357,"['Sandwich', 'Salads', 'Pizza', 'Vegetarian', 'Healthy']",4.7,50.0
uber_eats-02983,uber_eats,Doc’s Madison Smokehouse,doc s madison smokehouse,72 West Towne Mall,,West Towne Mall,72,Madison,WI,53719,US,43.05982,-89.50616,"['BBQ', 'Wings', 'Sandwiches']",,
uber_eats-02984,uber_eats,Asian Noodle,asian noodle,902 Regent St,,Regent St,902,Madison,WI,53715,US,43.0677291,-89.40129,"['Asian Fusion', 'Wings', 'Asian']",4.8,100.0
uber_eats-02985,uber_eats,Sol's On the Square,sol s on the square,117 E Mifflin St,,E Mifflin St,117,Madison,WI,53703,US,43.0766649,-89.3833887,['Korean'],4.8,96.0
uber_eats-02986,uber_eats,Rosati's Pizza (6644 Mineral Point Road),rosati s pizza 6644 mineral point road,6644 Mineral Point Road,,Mineral Point Road,6644,Madison,WI,53705,US,43.0612905,-89.496801,"['Italian', 'pasta', 'pizza', 'Sandwich']",4.6,88.0
uber_eats-02987,uber_eats,Maharana Indian Restaurant,maharana indian restaurant,1707 Thierer Rd,,Thierer Rd,1707,Madison,WI,53704,US,43.1221914,-89.3106164,['Indian'],4.6,96.0
uber_eats-02988,uber_eats,Maharani Restaurant,maharani restaurant,380 West Washington Avenue,,West Washington Avenue,380,Madison,WI,53703,US,43.0716971,-89.3888932,"['Indian', 'Indian Curry']",4.7,100.0
uber_eats-02989,uber_eats,Dynasty ll Chinese Restaurant (Beltline Hwy),dynasty ll chinese restaurant beltline hwy,2705 West Beltline Highway,,West Beltline Highway,2705,Madison,WI,53713,US,43.0344733,-89.4235617,"['Chicken', 'Seafood', 'Vegetarian', 'Asian', 'Chinese', 'Rice-bowls', 'Asian Fusion', 'Healthy', 'Family Meals']",4.3,80.0
uber_eats-02990,uber_eats,Yume sushi,yume sushi,449 State St,Fl 2nd,State St,449,Madison,WI,53703,US,43.0745816,-89.3934524,"['Japanese', 'Sushi', 'Asian Fusion']",4.7,100.0
uber_eats-02991,uber_eats,Adamah Neighborhood Table,adamah neighborhood table,611 Langdon St,,Langdon St,611,Madison,WI,53703,US,43.07552,-89.396033,"['Kosher', 'Healthy', 'American', 'Comfort Food', 'Salads', 'Mediterranean']",4.8,17.0
uber_eats-02992,uber_eats,Koi Sushi,koi sushi,502 State St,,State St,502,Madison,WI,53703,US,43.0750322,-89.3934523,"['Sushi', 'Japanese', 'Asian', 'Noodles', 'Salads', 'Healthy']",,
uber_eats-02993,uber_eats,Guilty Cafe,guilty cafe,244 North Century Avenue,,North Century Avenue,244,Waunakee,WI,53597,US,43.19361,-89.46121,"['Desserts', 'Cafe', 'Breakfast and Brunch']",,
uber_eats-02994,uber_eats,Rosie's Coffee Bar &amp; Bakery,rosie s coffee bar amp bakery,4604 Monona Dr,,Monona Dr,4604,Madison,WI,53716,US,43.0699487,-89.3256626,"['American', 'Cafe', 'Breakfast and Brunch']",,
uber_eats-02995,uber_eats,daisy cafe,daisy cafe,2827 Atwood Ave,,Atwood Ave,2827,Madison,WI,53704,US,43.0936697,-89.3426149,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-02996,uber_eats,Pancake Cafe,pancake cafe,2932 Fish Hatchery Rd,,Fish Hatchery Rd,2932,Fitchburg,WI,53713,US,43.02772,-89.41278,['American'],,
uber_eats-02997,uber_eats,Mafia for pizza,mafia for pizza,1431 Regent Street,,Regent Street,1431,Madison,WI,53711,US,43.067636,-89.410494,"['Pizza', 'American', 'Italian', 'Pasta', 'Wings', 'Chicken', 'Desserts']",,
uber_eats-02998,uber_eats,Insatia-Bowls,insatia bowls,3606 Corben Ct,,Corben Ct,3606,Madison,WI,53704,US,43.13933,-89.33044,"['Gluten Free', 'Vegetarian', 'Convenience']",,
uber_eats-02999,uber_eats,Hop Haus Brewing,hop haus brewing,2975 Sub Zero Parkway,,Sub Zero Parkway,2975,Fitchburg,WI,53719,US,43.00548429822989,-89.46320493946926,"['American', 'Sandwiches', 'Burgers']",,
uber_eats-03000,uber_eats,Helbach's Coffee House (Madison),helbach s coffee house madison,410 D'onofrio Dr.,,D'onofrio Dr.,410,Madison,WI,53719,US,43.0597022,-89.5134447,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",,
uber_eats-03001,uber_eats,The Lazy Oaf Lounge,the lazy oaf lounge,1617 N Stoughton Rd,,N Stoughton Rd,1617,Madison,WI,53704,US,43.1198783,-89.324479,['American'],,
uber_eats-03002,uber_eats,Plow Restaurant,plow restaurant,5874 Rattman Road,,Rattman Road,5874,Burke,WI,53718,US,43.16783210375543,-89.28531673149143,"['American', 'Pizza', 'Pasta']",,
uber_eats-03003,uber_eats,McGee's Fried Chicken,mcgee s fried chicken,950 W Main St,,W Main St,950,Sun Prairie,WI,53590,US,43.18175,-89.22875,"['American', 'Breakfast and Brunch', 'Desserts']",,
uber_eats-03004,uber_eats,Lake Windsor Country Club,lake windsor country club,4628 Golf Dr,,Golf Dr,4628,Windsor,WI,53598,US,43.2072451,-89.3524541,"['American', 'Chicken', 'Seafood', 'Exclusive to Eats']",,
uber_eats-03005,uber_eats,Madtown Chicken N Fish,madtown chicken n fish,1101 N Sherman Ave,,N Sherman Ave,1101,Madison,WI,53704,US,43.11185,-89.36343,"['Comfort Food', 'American', 'Wings']",,
uber_eats-03006,uber_eats,El Patron Mexican Grill,el patron mexican grill,1303 W Main St,,W Main St,1303,Sun Prairie,WI,53590,US,43.1792518,-89.2352086,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-03007,uber_eats,The Old Fashioned,the old fashioned,23 N Pinckney St,,N Pinckney St,23,Madison,WI,53703,US,43.0762935,-89.3835548,"['American', 'Salads', 'Sandwich', 'Healthy']",,
uber_eats-03008,uber_eats,La Hacienda,la hacienda,515 S Park St,,S Park St,515,Madison,WI,53715,US,43.0615073,-89.4004396,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-03009,uber_eats,Hurts Donut Company - Middleton,hurts donut company middleton,2831 Parmenter St,,Parmenter St,2831,Middleton,WI,53562,US,43.1056169,-89.510341,"['American', 'Desserts', 'Drinks']",,
uber_eats-03010,uber_eats,Caracas Arepas,caracas arepas,711 State Street,,State Street,711,Madison,WI,53706,US,43.07464,-89.39783,"['Colombian', 'Latin American']",,
uber_eats-03011,uber_eats,Madison's,madison s,119 King Street,,King Street,119,Madison,WI,53703,US,43.0745,-89.38079,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-03012,uber_eats,Buck &amp; Honey's Waunakee,buck amp honey s waunakee,1370 Water Wheel Drive,,Water Wheel Drive,1370,Waunakee,WI,53597,US,43.1687,-89.45976,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-03013,uber_eats,Madtown Chicken N' Fish,madtown chicken n fish,1920 South Park Street,,South Park Street,1920,Madison,WI,53713,US,43.04438,-89.39452,"['Comfort Food', 'American', 'Wings']",,
uber_eats-03014,uber_eats,Camino Real Mexican Seafood,camino real mexican seafood,2518 Allen Blvd,,Allen Blvd,2518,Middleton,WI,53562,US,43.101804,-89.486525,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-03015,uber_eats,Tanner's Bar and Grill,tanner s bar and grill,1611 Deming Way,,Deming Way,1611,Middleton,WI,53562,US,43.090928,-89.5267123,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-03016,uber_eats,Glorious Beans Coffee and Teas,glorious beans coffee and teas,130 West Towne Mall,,West Towne Mall,130,Madison,WI,53719,US,43.05981,-89.50557,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",,
uber_eats-03017,uber_eats,Dairy Queen (704 W Main St),dairy queen 704 w main st,704 W Main St,,W Main St,704,Sun Prairie,WI,53590,US,43.1824416,-89.2252066,"['Ice Cream &amp', 'Frozen Yogurt', 'Desserts', 'Family Friendly', 'Kids Friendly']",4.8,13.0
uber_eats-03018,uber_eats,Hardee's (4814 Annamark Drive),hardee s 4814 annamark drive,4814 Annamark Drive,,Annamark Drive,4814,Madison,WI,53704-7401,US,43.13231,-89.30091,"['Sandwich', 'Burgers', 'American', 'Fast Food', 'Chicken', 'Breakfast and Brunch']",4.6,17.0
uber_eats-03019,uber_eats,Cafe Social,cafe social,102 N Bedford St,,N Bedford St,102,Madison,WI,53703,US,43.069921,-89.394132,"['American', 'Breakfast and Brunch', 'Salads', 'Pizza', 'Coffee and Tea']",,
uber_eats-03020,uber_eats,Cluck,cluck,223 N Frances St,,N Frances St,223,MADISON,WI,53703,US,43.07181,-89.39561,"['Burgers', 'American', 'Sandwiches']",4.6,49.0
uber_eats-03021,uber_eats,Cafe Hollander (Hilldale),cafe hollander hilldale,701 Hilldale Way,,Hilldale Way,701,MADISON,WI,53705,US,43.0714,-89.45396,"['Burgers', 'American', 'Sandwiches']",4.8,91.0
uber_eats-03022,uber_eats,Parkway Restaurant,parkway restaurant,1221 Ann St,,Ann St,1221,Madison,WI,53713,US,43.035931,-89.405081,"['American', 'Breakfast and Brunch', 'Family Meals']",4.9,100.0
uber_eats-03023,uber_eats,Denny's (433 S Gammon Rd),denny s 433 s gammon rd,433 S. Gammon Rd,,S. Gammon Rd,433,Madison,WI,53719,US,43.058234,-89.5021278,"['American', 'Breakfast and Brunch', 'Coffee and Tea', 'Diner', 'Desserts', 'Salads', 'Steak', 'Sandwich', 'Healthy', 'Family Meals']",4.7,41.0
uber_eats-03024,uber_eats,KFC (600 W. Main Street),kfc 600 w main street,600 W. Main Street,,W. Main Street,600,Waunakee,WI,53597,US,43.19171,-89.4639,"['American', 'Fast Food', 'wings']",4.9,11.0
uber_eats-03025,uber_eats,Mousehouse Cheesehaus,mousehouse cheesehaus,4494 Lake Cir,,Lake Cir,4494,Windsor,WI,53598,US,43.196192,-89.343513,"['Salad', 'Sandwiches', 'Deli', 'Exclusive to Eats']",,
uber_eats-03026,uber_eats,The Country's Best Chicken (100 Keenan Ct.),the country s best chicken 100 keenan ct,100 Keenan Ct.,,Keenan Ct.,100,Verona,WI,53593,US,42.99456227393094,-89.51761058069027,"['American', 'Fried Chicken']",,
uber_eats-03027,uber_eats,Wings On State,wings on state,603 State Street,,State Street,603,Madison,WI,53715,US,43.074696,-89.395966,"['Chicken', 'Wings']",,
uber_eats-03028,uber_eats,World of Beer (8225 Greenway Blvd),world of beer 8225 greenway blvd,8225 Greenway Blvd,,Greenway Blvd,8225,Middleton,WI,53562,US,43.0897394,-89.5237505,"['American', 'Pub']",,
uber_eats-03029,uber_eats,Papa Murphy's (611 S Main St),papa murphy s 611 s main st,611 S Main St,,S Main St,611,DeForest,WI,53532,US,43.24134,-89.34266,"['Pizza', 'American', 'Salads', 'Italian', 'Kids Friendly', 'Healthy']",,
uber_eats-03030,uber_eats,Beef Butter BBQ,beef butter bbq,3001 N Sherman Ave,,N Sherman Ave,3001,Madison,WI,53704,US,43.12969,-89.36273,"['BBQ', 'American', 'Burgers']",4.5,75.0
uber_eats-03031,uber_eats,Panera (601 Junction Road),panera 601 junction road,601 Junction Road,,Junction Road,601,Madison,WI,53717,US,43.0731893,-89.5248887,"['Breakfast and Brunch', 'salad', 'Sandwich', 'Pizza', 'Healthy', 'American', 'Chicken']",4.8,41.0
uber_eats-03032,uber_eats,Steak Escape (118W Towne Mall),steak escape 118w towne mall,118 W Towne Mall,,W Towne Mall,118,Madison,WI,53719,US,43.0571559,-89.5059035,['American'],4.6,13.0
uber_eats-03033,uber_eats,Cousin's Subs (3715 E. Washington Ave.),cousin s subs 3715 e washington ave,3715 E. Washington Ave.,,E. Washington Ave.,3715,Madison,WI,53714,US,43.1174266,-89.323015,"['Sandwiches', 'American', 'Healthy']",4.9,29.0
uber_eats-03034,uber_eats,Crescendo Espresso Bar + Music Cafe,crescendo espresso bar music cafe,1859 Monroe Street,,Monroe Street,1859,Madison,WI,53711,US,43.064653,-89.416999,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",5.0,20.0
uber_eats-03035,uber_eats,Stadium Takeout,stadium takeout,1517 Monroe Street,,Monroe Street,1517,Madison,WI,53711,US,43.06738,-89.4131,"['Wings', 'American', 'Fast Food']",4.8,64.0
uber_eats-03036,uber_eats,Jet Room Pat O'Malley's,jet room pat o malley s,3606 Corben Ct,,Corben Ct,3606,Madison,WI,53704,US,43.13996,-89.326477,"['Burgers', 'American', 'Sandwiches', 'Breakfast and Brunch']",4.7,16.0
uber_eats-03037,uber_eats,David’s Jamaican Cuisine,david s jamaican cuisine,5696,,,5696,Monona,WI,53716,US,43.05858,-89.32528,"['Black-owned', 'Caribbean', 'Seafood', 'Latin American']",4.7,83.0
uber_eats-03038,uber_eats,Dunkin' (404 W Main St),dunkin 404 w main st,404 W Main St,,W Main St,404,Waunakee,WI,53597,US,43.19179,-89.46131,"['Breakfast &amp', 'Brunch', 'Donuts']",,
uber_eats-03039,uber_eats,Famous Dave's (Madison),famous dave s madison,900 S Park St,,S Park St,900,Madison,WI,53715,US,43.05785,-89.400116,"['American', 'BBQ', 'Family Meals']",4.6,100.0
uber_eats-03040,uber_eats,Jersey Mike's (1601 Deming Way),jersey mike s 1601 deming way,1601 Deming Way,,Deming Way,1601,Middleton,WI,53562,US,43.090569,-89.5267082,"['Sandwich', 'American']",4.7,22.0
uber_eats-03041,uber_eats,Burger King (2655 East Washington Avenue),burger king 2655 east washington avenue,2655 East Washington Avenue,,East Washington Avenue,2655,Madison,WI,53704,US,43.1013521,-89.3474679,"['American', 'burger', 'Fast Food', 'Family Meals']",4.4,93.0
uber_eats-03042,uber_eats,Gooseberry on the Square,gooseberry on the square,1 S Pinckney St,,S Pinckney St,1,Madison,WI,53703,US,43.0759218,-89.3824734,"['American', 'Breakfast and Brunch', 'Sandwich']",4.9,14.0
uber_eats-03043,uber_eats,Firehouse Subs (Mineral Point Rd),firehouse subs mineral point rd,7854 Mineral Point Rd,,Mineral Point Rd,7854,Madison,WI,53717,US,43.0611482,-89.5189104,"['American', 'Sandwich']",4.8,25.0
uber_eats-03044,uber_eats,McDonald's® (Dryden &amp; Northport),mcdonald s dryden amp northport,2901 Dryden Dr,,Dryden Dr,2901,Madison,WI,53704,US,43.128446,-89.358842,"['American', 'Burgers', 'Fast Food']",4.2,47.0
uber_eats-03045,uber_eats,Ichiban Sichuan Cuisine,ichiban sichuan cuisine,610 S Park St,,S Park St,610,Madison,WI,53715,US,43.0606365,-89.4011023,"['Noodles', 'Seafood', 'Chinese']",4.7,100.0
uber_eats-03046,uber_eats,Pasqually's Pizza &amp; Wings P604 (438 Grand Canyon Dr),pasqually s pizza amp wings p604 438 grand canyon dr,438 Grand Canyon Dr,,Grand Canyon Dr,438,Madison,WI,53719,US,43.05856,-89.49729,"['Pizza', 'Italian', 'Wings']",,
uber_eats-03047,uber_eats,Hootie's Chicken Tenders (2639 East Springs Drive),hootie s chicken tenders 2639 east springs drive,2639 East Springs Drive,,East Springs Drive,2639,Madison,WI,53704,US,43.13195,-89.30139,"['American', 'Chicken Strips', 'Wings', 'Chicken']",3.9,13.0
uber_eats-03048,uber_eats,Hootie's Burger Bar (2639 East Springs Drive),hootie s burger bar 2639 east springs drive,2639 East Springs Drive,,East Springs Drive,2639,Madison,WI,53704,US,43.1320778,-89.3014939,"['American', 'Bar Food', 'burger', 'Sandwiches', 'Burgers']",,
